repo,event_type,quarter,commits,commits_bot,pr_count_total,pr_count_refactor,pr_count_refactor_label,pr_count_refactor_title,pr_refactor_ratio,pr_review_latency_median,pr_review_latency_p75,issues_opened,issues_closed,issue_backlog_delta,contributor_count,contributor_turnover_frac,label_coverage_warn,commits_git,commits_git_bot,additions,deletions,churn_ratio,net_growth,files_touched,refactor_commit_count,refactor_commit_share,ai_coauthored_commits,size_bytes,qidx,f_latency,f_refactor,f_churn,f_backlog,S_latency,S_refactor,S_churn,S_backlog,CQI,core_size,turnover_core,event_quarter
weaviate/weaviate,migration,2024-Q4,1950,21,648,23,0,23,0.0355,0.0723,0.664,68,141,-73,32,0.3714,1,1170,19,165536,99548,0.3755,65988,5434,69,0.059,0,16966684,7,0.0723,0.0355,0.015623795433450638,-0.7724867724867724,2.448266439325312,0.2374024530021845,0.06022102042448983,0.9436227251125918,-0.012102493965000172,7,0.3,2024-Q1
weaviate/weaviate,migration,2025-Q1,1990,38,686,29,0,29,0.0423,0.1284,1.0434,69,28,41,35,0.375,0,1210,37,128585,55903,0.303,72682,5126,68,0.0562,0,20774624,8,0.1284,0.0423,0.0088804495330457,0.4420485175202156,2.356322459786034,0.2583362322319879,0.06368157811933145,1.3007451973726742,-0.10326042659055774,8,0.1429,2024-Q1
weaviate/weaviate,migration,2025-Q2,1726,4,608,26,0,26,0.0428,0.1275,1.1564,40,76,-36,35,0.3143,1,977,4,145981,55886,0.2768,90095,7768,74,0.0757,0,22958689,9,0.1275,0.0428,0.008792618777143591,-0.44036697247706424,2.271753438405291,0.277885971331109,0.06674285486573521,0.7433111571320694,0.06873236825267798,13,0.125,2024-Q1
weaviate/weaviate,migration,2025-Q3,1505,15,585,13,0,13,0.0222,0.1524,1.0969,56,111,-55,26,0.3429,0,868,15,123099,52626,0.2995,70473,3774,25,0.0288,0,25886726,10,0.1524,0.0222,0.00678822806715689,-0.8,2.219695628948815,0.2750762339113092,0.06752422599497593,-0.12358684700981681,0.297651549669295,8,0.4615,2024-Q1
weaviate/weaviate,migration,2025-Q4,1548,22,562,20,0,20,0.0356,0.1772,1.0729,30,25,5,27,0.3077,0,870,22,86912,37453,0.3012,49459,3568,37,0.0425,7,25827263,11,0.1772,0.0356,0.004815260525282915,0.08583690987124463,2.1971230223434217,0.2859193728592914,0.06626230618071101,-0.026627120907688664,0.28837550817565205,7,0.25,2024-Q1
zed-industries/zed,transition,2023-Q1,1194,0,273,4,0,4,0.0147,0.0183,0.4691,448,269,179,9,,1,891,0,64542,36071,0.3585,28471,2918,19,0.0213,0,36803938,0,0.0183,0.0147,0.0027337563713969956,,0.0183,0.0147,0.0027337563713969956,0.0,-0.6969457945459621,6,,2024-Q1
zed-industries/zed,transition,2023-Q2,1896,0,310,4,0,4,0.0129,0.0243,0.5521,308,144,164,14,0.1111,1,1559,0,128358,97241,0.431,31117,6163,27,0.0173,0,38909530,1,0.0243,0.0129,0.005798039709037863,,0.040953,0.026277000000000002,0.008285758007009128,0.0,-0.679010438476777,8,0.3333,2024-Q1
zed-industries/zed,transition,2023-Q3,2132,0,381,7,0,7,0.0184,0.0184,0.541,317,210,107,16,0.1429,1,1717,0,174645,96142,0.355,78503,6517,40,0.0233,0,40275617,2,0.0184,0.0184,0.006723348272976178,0.2830687830687831,0.055667230000000005,0.04231207000000001,0.014263388059354485,0.2830687830687831,-0.7364579391634692,8,0.25,2024-Q1
zed-industries/zed,transition,2023-Q4,3784,0,726,6,0,6,0.0083,0.0112,0.0506,204,95,109,13,0.25,1,2995,0,746644,392983,0.3448,353661,13717,36,0.012,0,43362042,3,0.0112,0.0083,0.0262816728049846,0.3047530288909599,0.06185717930000001,0.04680398370000001,0.03926135593899718,0.5623456214835525,-0.8567559687062318,8,0.25,2024-Q1
zed-industries/zed,transition,2024-Q1,2647,0,1771,41,0,41,0.0232,0.026,0.4227,1505,1258,247,233,0.0769,0,2292,0,250492,509132,0.6702,-258640,12412,50,0.0218,0,58420721,4,0.026,0.0232,0.013002646783493138,0.7736883320281911,0.08229003316300001,0.06579162516700002,0.048730480687980575,1.285422847578224,-1.0404927362440803,17,0.0,2024-Q1
zed-industries/zed,transition,2024-Q2,1590,0,1607,27,0,27,0.0168,0.0256,0.4956,1578,1004,574,203,0.8026,0,1585,0,171113,89109,0.3424,82004,6352,26,0.0164,2,47276397,5,0.0256,0.0168,0.005504268863805336,0.9837189374464439,0.10048393017833002,0.07667037890197001,0.04984900628986766,2.153453728742628,-1.2659936360025044,21,0.2353,2024-Q1
zed-industries/zed,transition,2024-Q3,1889,99,1956,36,0,36,0.0184,0.0229,0.4356,2224,1368,856,257,0.7438,0,1883,32,194960,108963,0.3585,85997,7391,36,0.0191,2,23128120,6,0.0229,0.0184,0.013140843267848834,0.9500554938956715,0.11434037646228032,0.08817004480079271,0.0585034389916284,2.909698387051463,-1.4744210681690184,21,0.2381,2024-Q1
zed-industries/zed,transition,2024-Q4,1513,95,1632,31,0,31,0.019,0.039,0.6157,1734,1545,189,203,0.8054,0,1507,28,163828,93638,0.3637,70190,5877,30,0.0199,1,30813980,7,0.039,0.019,0.008355493188481332,0.1371801850843767,0.1430497425806751,0.09923474076872138,0.06159362267086318,2.785005717301208,-1.4150947199660533,21,0.1905,2024-Q1
zed-industries/zed,transition,2025-Q1,2332,140,2647,50,0,50,0.0189,0.0289,0.2951,1420,2140,-720,214,0.7241,0,2322,26,319690,210166,0.3966,109524,11705,47,0.0202,1,33388732,8,0.0289,0.0189,0.015869305848452107,-0.4090328078397955,0.15907526574841435,0.10920361409953645,0.07191950247893761,2.125322394904304,-1.2218785718571037,21,0.1905,2024-Q1
zed-industries/zed,transition,2025-Q2,2615,16,2801,53,0,53,0.0189,0.0305,0.4632,1643,1607,36,253,0.7056,0,2609,9,336815,184079,0.3534,152736,11118,52,0.0199,4,37285986,9,0.0305,0.0189,0.013970235358667999,0.020701552616446232,0.17525849183105707,0.11827528883057818,0.07941698261450122,1.954744931979363,-1.1654934176110836,24,0.2381,2024-Q1
zed-industries/zed,transition,2025-Q3,2277,1,2342,52,0,52,0.0222,0.0353,0.5406,1870,1619,251,261,0.7273,0,2271,1,300444,184198,0.3801,116246,10965,52,0.0229,5,43652309,10,0.0353,0.0222,0.011102322216219995,0.14299957271044011,0.19478522756626193,0.12983051283582617,0.08337177639541611,1.9218174608116605,-1.1356959095678854,29,0.0417,2024-Q1
zed-industries/zed,transition,2025-Q4,2388,0,2585,47,0,47,0.0182,0.0362,0.9637,2223,2031,192,370,0.7011,0,2384,0,390306,195360,0.3336,194946,10197,47,0.0197,7,53112046,11,0.0362,0.0182,0.01102698999771163,0.1151942402879856,0.21345455708529837,0.1363457666806018,0.0868953065175403,1.8640481296265967,-1.1082620196427537,52,0.1724,2024-Q1
